name,url_pc
Apple MacBook Air M4 13 pouces (2025) Minuit 24Go/512 Go (MC6C4FN/A-QWERTY-US),"https://www.ldlc.com/fiche/PB00675298.html"">"
Apple MacBook Air M4 15 pouces (2025) Argent 16Go/1 To (MW1G3FN/A-1TB),"https://www.ldlc.com/fiche/PB00677898.html"">"
Apple MacBook Air M4 15 pouces (2025) Argent 16Go/1 To (MW1H3FN/A-1TB),"https://www.ldlc.com/fiche/PB00672798.html"">"
Apple MacBook Air M4 15 pouces (2025) Argent 24Go/1 To (MC6J4FN/A-1TB),"https://www.ldlc.com/fiche/PB00672800.html"">"
Apple MacBook Air M4 15 pouces (2025) Argent 24Go/2 To (MC6J4FN/A-2TB),"https://www.ldlc.com/fiche/PB00673742.html"">"
Apple MacBook Air M4 15 pouces (2025) Argent 32 Go/1 To (MC6J4FN/A-32GB-1TB),"https://www.ldlc.com/fiche/PB00677397.html"">"
Apple MacBook Air M4 15 pouces (2025) Argent 32 Go/2 To (MC6J4FN/A-32GB-2TB-70W),"https://www.ldlc.com/fiche/PB00686492.html"">"
Apple MacBook Air M4 15 pouces (2025) Bleu ciel 16Go/1 To (MC7C4FN/A-1TB),"https://www.ldlc.com/fiche/PB00672797.html"">"
Apple MacBook Air M4 15 pouces (2025) Bleu ciel 24Go/1 To (MC7D4FN/A-1TB),"https://www.ldlc.com/fiche/PB00672802.html"">"
Apple MacBook Air M4 15 pouces (2025) Bleu ciel 24Go/2 To (MC7D4FN/A-2TB-70W),"https://www.ldlc.com/fiche/PB00675398.html"">"
Apple MacBook Air M4 15 pouces (2025) Bleu ciel 32 Go/1 To (MC7A4FN/A-32GB-1TB-70W),"https://www.ldlc.com/fiche/PB00674003.html"">"
Apple MacBook Air M4 15 pouces (2025) Bleu ciel 32 Go/2 To (MC7D4FN/A-32GB-2TB-70W),"https://www.ldlc.com/fiche/PB00681125.html"">"
Apple MacBook Air M4 15 pouces (2025) Bleu ciel 32 Go/512 Go (MC7A4FN/A-32GB-512GB-70W),"https://www.ldlc.com/fiche/PB00673733.html"">"
